id,question_type,question,answer,answer_text,answer_skill,chapter_id,topic,subtopic,stale_risk,tags,options
2019041010255372rpmpvkwqe93tmfbmqax6,single_choice,上道路行驶的机动车驾驶人未携带机动车驾驶证、行驶证的，除扣留机动车外，并受到什么处罚？,B,罚款,开车上路不带驾驶证、行驶证，除扣留机动车外，还将处罚款20-200元。,15,law,points,low,chapter:15;扣分,警告 | 罚款 | 拘留 | 吊销驾驶证
20190410102553shqqztyudexiraogdobqqx,single_choice,车辆在交叉路口有优先通行权的，遇有车辆抢行时，应怎样做？,C,减速避让，必要时停车让行,遇抢行车辆，条件允许要主动减速让行，安全第一。,1,safe-driving,road-rules,low,chapter:1;安全行车,抢行通过 | 提前加速通过 | 减速避让，必要时停车让行 | 按优先权规定正常行驶不予避让
201904101025537lqakv8rgqwviulzk5mica,single_choice,在山区道路超车时，应怎样超越？,B,选择宽阔的缓上坡路段,在山区道路超车，要选择宽阔的缓上坡路段，阻力大，不易滑车，安全性相对较高。,1,safe-driving,road-rules,low,chapter:1;安全行车,抓住任何机会尽量 | 选择宽阔的缓上坡路段 | 选择较长的下坡路 | 选择较缓的下坡路
20190410102553nkjlyu8pgy4lbag8a6bd1l,single_choice,如图所示，以下哪种情况可以超车？,C,50c,超车要满足条件：处于虚线一侧+对向无来车。,1,safe-driving,road-rules,low,chapter:1;安全行车,50a | 50b | 50c | 50d
201904101025533fbc2wal5wib8k83pzvnzk,single_choice,车辆临时靠边停车后准备起步时，应先怎样做？,C,观察周围交通情况,准备起步要先观察车辆周边交通情况，确认安全再起步。,1,safe-driving,road-rules,low,chapter:1;安全行车,加油起步 | 鸣喇叭 | 观察周围交通情况 | 提高发动机转速
20190410102553rpt9ptr3kiwiir2kv3xziw,single_choice,车辆因故障必须在高速公路停车时，应在车后方多少米以外设置故障警告标志？,A,150,在高速公路上故障停车，应立即开启危险报警闪光灯，并在车后方150米以外设置警告标志。,1,traffic-signals,signals-signs-markings,low,chapter:1;交通信号,150 | 200 | 100 | 50
20190410102553fizn8kyagkwwjsafztpev7,single_choice,行车中遇到后方车辆要求超车时，应怎样做？,A,及时减速、观察后靠右行驶让行,遇后方车辆要求超车时，要及时减速靠右让行。,1,safe-driving,road-rules,low,chapter:1;安全行车,及时减速、观察后靠右行驶让行 | 保持原有车速行驶 | 靠右侧加速行驶 | 不让行
201904101025533kwz34xpc6pwjnqcxtzunu,single_choice,夜间行车中，前方出现弯道时，灯光照射会发生怎样的变化？,D,由路中移到路侧,夜间行车，车辆拐弯时灯光也会拐弯，光线会由路中间移至路侧。,1,safe-driving,road-rules,low,chapter:1;安全行车,距离不变 | 由高变低 | 离开路面 | 由路中移到路侧
2019041010255362sf6j4hz8byflfzt9cfy9,single_choice,雨天对安全行车的主要影响是什么？,B,路面湿滑，视线受阻,雨天行车视线不足，且路面积水易滑，行车需谨慎。,1,unknown,unknown,low,chapter:1,电器设备易受潮短路 | 路面湿滑，视线受阻 | 发动机易熄火 | 行驶阻力增大
20190410102553m43attmm7exqufzen1v7rm,single_choice,行车中遇列队横过道路的学生时，应怎样做？,B,停车让行,行车中遇学生列队过道路，应停车让行。,1,safe-driving,road-rules,low,chapter:1;安全行车,提前加速抢行 | 停车让行 | 降低车速、缓慢通过 | 连续鸣喇叭催促
20190410102553fet3itqxy2wlxgbxek1ozb,single_choice,夜间行车，可选择下列哪个地段超车？,C,路宽车少,夜间超车，要选择路宽车少的路段，并交替使用远近光灯示意前车。,1,safe-driving,road-rules,low,chapter:1;安全行车,交叉路口 | 弯道陡坡 | 路宽车少 | 窄路窄桥
20190410102553lwfccwx3hntgc5rhfplgzu,single_choice,行车中遇有前方发生交通事故，需要帮助时，应怎样做？,C,协助保护现场，并立即报警,路遇他人发生交通事故需要帮助时，要伸出援手，协助保护现场，并立即报警。,14,unknown,unknown,low,chapter:14,尽量绕道躲避 | 立即报警，停车观望 | 协助保护现场，并立即报警 | 加速通过，不予理睬
20190410102553bufuvunrgwajcpuhdx6mok,single_choice,如图所示，在这种情况下不能够超车的原因是什么？,A,前车正在超车,图中前方车辆正在超车，所以不能超车。,1,safe-driving,road-rules,low,chapter:1;安全行车,前车正在超车 | 我方车速不足以超越前车 | 前车速度过快 | 路中心线为黄线
20190410102553hlctmqp37fqwabf62qnbmo,single_choice,驶近没有人行横道的交叉路口时，发现有人横穿道路，应怎样做？,A,减速或停车让行,发现有人横穿马路，要注意观察，减速让行。,1,safe-driving,road-rules,low,chapter:1;安全行车,减速或停车让行 | 鸣喇叭示意其让道 | 立即变道绕过行人 | 抢在行人之前通过
20190410102553ncttqfeijk4jaz9jztv4b7,single_choice,遇有浓雾或特大雾天能见度过低，行车困难时，应怎样做？,D,开启危险报警闪光灯和雾灯，选择安全地点停车,浓雾天应开启雾灯和危险报警闪光灯，并在安全地点停车。,1,safe-driving,road-rules,low,chapter:1;安全行车,开启前照灯，继续行驶 | 开启示廓灯、雾灯，靠右行驶 | 开启危险报警闪光灯，继续行驶 | 开启危险报警闪光灯和雾灯，选择安全地点停车
20190410102553usa4v1eafpyqswuvga5laz,single_choice,驾驶机动车前，以下说法错误的是什么？,D,调整安全头枕高度，使头枕正对驾驶人的颈椎,注意是选错误项，调整头枕要对准驾驶员的后脑勺，不是颈椎。,3,law,driver-license,low,chapter:3;驾驶证,调整驾驶座椅，保证踩踏踏板舒适 | 调整安全带的松紧与高低 | 调整适合驾驶的方向盘位置 | 调整安全头枕高度，使头枕正对驾驶人的颈椎
20190410102553xdediwzyyhevqs3bikz4ut,single_choice,山区道路车辆进入弯道前，在对面没有来车的情况下，应怎样做？,D,应“减速、鸣喇叭、靠右行”,进入山区弯道前，驾驶员视线受阻，不管对向有无来车，都应减速靠右慢行。,1,unknown,unknown,low,chapter:1,可靠弯道外侧行驶 | 可短时间借用对方的车道 | 可加速沿弯道切线方向通过 | 应“减速、鸣喇叭、靠右行”
201904101025532luo3zpm3majkn8ie8lxbe,single_choice,如图所示，以下哪种情况可以超车？,A,51a,超车要满足条件：处于虚线一侧+对向无来车，图中只有51a满足条件。,1,safe-driving,road-rules,low,chapter:1;安全行车,51a | 51b | 51c | 51d
201904101025537poxgmzw5tbncfn8qwhl25,single_choice,泥泞道路对安全行车的主要影响是什么？,B,车轮极易滑转和侧滑,泥泞路面松软粘稠，易打滑或发生侧滑。,1,unknown,unknown,low,chapter:1,行驶阻力变小 | 车轮极易滑转和侧滑 | 能见度低，视野模糊 | 路面附着力增大
20190410102553vpszwense3cmuqjhrxuvdf,single_choice,车辆在雪天临时停车时，应开启什么灯？,D,危险报警闪光灯,临时停车，应开启危险报警闪光灯。,1,safe-driving,road-rules,low,chapter:1;安全行车,前后雾灯 | 倒车灯 | 前大灯 | 危险报警闪光灯
2019041010255341rry1r34mxrexse8jouik,single_choice,下长坡连续使用行车制动会导致什么？,D,会使制动器温度升高而使制动效果急剧下降,下长坡时，长时间使用刹车制动，会导致刹车片温度升高，影响制动效果。,1,unknown,unknown,low,chapter:1,会缩短发动机寿命 | 增加驾驶人的劳动强度 | 容易造成车辆倾翻 | 会使制动器温度升高而使制动效果急剧下降
20190410102553phekkypatprskka2ggf939,single_choice,会车前选择的交会位置不理想时，应怎样做？,A,减速、低速会车或停车让行,会车条件不理想，要减速或停车让行。,1,safe-driving,road-rules,low,chapter:1;安全行车,减速、低速会车或停车让行 | 向左占道，让对方减速让行 | 打开前照灯，示意对方停车让行 | 加速选择理想位置
20190410102553pym2nseg8slui1fe9zxk3d,single_choice,在同向4车道高速公路上行车，车速高于每小时110公里的车辆应在哪条车道上行驶？,A,最左侧,高速公路上同向有3条以上车道，最左侧车道最低车速为110，车速高于110应在最左侧车道。,1,safe-driving,road-rules,low,chapter:1;安全行车,最左侧 | 第二条 | 最右侧 | 第三条
20190410102553auacqhjz1put62rqrj244l,single_choice,轮胎气压过低时，高速行驶轮胎会出现波浪变形温度升高而导致什么？,D,爆胎,轮胎气压过低，与地面摩擦加大，会出现波浪变形，温度升高导致爆胎。,1,safe-driving,road-rules,low,chapter:1;安全行车,气压不稳 | 气压更低 | 行驶阻力增大 | 爆胎
20190410102553fpygekpmvkd6ckumstarf3,single_choice,发现前方道路堵塞，正确的做法是什么？,D,按顺序停车等候,前方道路堵塞，应依次排队等待通行。,1,unknown,unknown,low,chapter:1,继续穿插绕行 | 选择空当逐车超越 | 鸣喇叭示意前方车辆快速行驶 | 按顺序停车等候
20190410102553bzbktnmxtqutydpthye1vw,single_choice,驾驶机动车向右变更车道前应仔细观察右侧车道车流情况的原因是什么？,C,判断有无变更车道的条件,确保安全才能变道，所以在变道前要仔细观察是否满足变道条件。,1,unknown,unknown,low,chapter:1,准备迅速停车 | 准备抢行 | 判断有无变更车道的条件 | 迅速变更车道
20190410102553kr3etdaz4ynuk5zzxoabd3,single_choice,行人参与道路交通的主要特点是什么？,C,行走随意性大，方向多变,行人走动随意、多变，难以约束控制。,1,unknown,unknown,low,chapter:1,行动迟缓 | 喜欢聚集、围观 | 行走随意性大，方向多变 | 全部都是
20190410102553yfkwxr9gufr7m2ce19avdh,single_choice,夜间驾驶车辆遇自行车对向驶来时，应怎样做？,C,使用近光灯，减速或停车避让,夜间遇自行车对向驶来，要使用近光灯，并减速慢行，注意避让。,1,unknown,unknown,low,chapter:1,连续变换远、近光灯 | 不断鸣喇叭 | 使用近光灯，减速或停车避让 | 使用远光灯
2019041010255422qpzektvnql8adwmnyfro,single_choice,驾驶车辆在交叉路口前变更车道时，应怎样驶入要变更的车道？,C,在虚线区按导向箭头指示,交叉路口前变道要在虚线区，按导向箭头指示变更。,1,unknown,unknown,low,chapter:1,在路口前实线区内根据需要 | 进入路口实线区内 | 在虚线区按导向箭头指示 | 在路口停止线前
20190410102554nggzqmvcexisu1t2gsyabr,single_choice,驾驶车辆进入高速公路加速车道后，应尽快将车速提高到每小时多少公里以上？,B,60,高速公路最低车速是60公里每小时，所以进入加速车道应将车速尽快提到60以上。,1,safe-driving,road-rules,low,chapter:1;安全行车,50 | 60 | 30 | 40
20190410102554u1jadcdapzlik7jjll7rkf,single_choice,行车中发现前方道路拥堵时，应怎样做？,C,减速停车，依次排队等候,遇前方道路拥堵，应依次排队等待通行，不可强行超车、穿插或鸣喇叭催促。,1,safe-driving,road-rules,low,chapter:1;安全行车,寻找机会超越前车 | 从车辆空间穿插通过 | 减速停车，依次排队等候 | 鸣喇叭催促
201904101025542x8tyynddegysg6vvbx6q4,single_choice,如图所示，直行车辆遇到前方路口堵塞，以下说法正确的是什么？,B,等前方道路疏通后，且信号灯为绿灯时方可继续行驶,遇前方路口堵塞，应在路口外停车等待道路疏通后，且信号灯为绿灯时通行。,1,traffic-signals,signals-signs-markings,low,chapter:1;交通信号,等其他机动车进入路口时跟随行驶 | 等前方道路疏通后，且信号灯为绿灯时方可继续行驶 | 可以直接驶入路口内等候通行 | 只有信号灯为绿灯，就可以通行
20190410102554vulsjuggsvrxrcixwc7dxr,single_choice,行车中遇抢救伤员的救护车从本车道逆向驶来时，应怎样做？,A,靠边减速或停车让行,遇抢救伤员的救护车，应靠边减速或停车让行。,1,safe-driving,road-rules,low,chapter:1;安全行车,靠边减速或停车让行 | 占用其他车道行驶 | 加速变更车道避让 | 在原车道内继续行驶
20190410102554vnvqqr6syn4obyv2ijrqrg,single_choice,夜间会车规定150米以内使用近光灯的原因是什么？,B,使用远光灯会造成驾驶人出现眩目，易引发危险,夜间会车，使用远光灯会影响对方驾驶人的视线，易引发交通事故。,1,safe-driving,road-rules,low,chapter:1;安全行车,两车之间相互提示 | 使用远光灯会造成驾驶人出现眩目，易引发危险 | 提示后方车辆 | 驾驶人的操作习惯行为
20190410102554gm6s4gkxxjwf2epqdcmnky,single_choice,驾驶机动车在高速公路上遇到雨雪天气时，需要降低车速、保持安全距离的原因，以下说法错误的是什么？,D,降低恶劣天气对车辆造成的损害,注意是选错误项，雨雪天气降低车速，是为了保障行车安全，而不是为了降低车辆的损害。,1,safe-driving,road-rules,low,chapter:1;安全行车,能见度下降，驾驶人难以及时发现前方车辆 | 此类天气条件下的道路上，车辆的制动距离变长 | 为车辆安全行驶提供足够的安全距离 | 降低恶劣天气对车辆造成的损害
20190410102554eavrf1c11np1uliahmoyli,single_choice,驾驶车辆驶入铁路道口前减速降挡，进入道口后应怎样做？,A,不能变换挡位,想减速换挡要在铁路道口前完成，进入道口后不能中途换挡。,1,unknown,unknown,low,chapter:1,不能变换挡位 | 可以变换挡位 | 可换为高挡 | 停车观察
20190410102554eepmztsa4jpzthfa9zqpry,single_choice,机动车驾驶人有以下哪种违法行为的，暂扣六个月机动车驾驶证？,C,饮酒后驾驶机动车的,饮酒后驾驶机动车的，处罚款1000-2000元，暂扣机动车驾驶证6个月。,15,law,points,low,chapter:15;扣分,醉酒后驾驶机动车的 | 伪造、变造机动车驾驶证的 | 饮酒后驾驶机动车的 | 使用伪造、变造机动车驾驶证的
20190410102554u299exdcssbhgyhytn2vww,single_choice,在山区冰雪道路上行车，遇有前车正在爬坡时，后车应怎样做？,A,选择适当地点停车，等前车通过后再爬坡,冰雪路面湿滑，爬坡易溜车，应在适当位置停车，等前车通过再爬坡。,1,safe-driving,road-rules,low,chapter:1;安全行车,选择适当地点停车，等前车通过后再爬坡 | 迅速超越前车 | 低速爬坡 | 紧随其后爬坡
201904101025545pqcaayabbjr1mb7xl8ue9,single_choice,行车中突遇对方车辆强行超车，占据自己车道，正确的做法是什么？,B,尽可能减速避让、直至停车,遇对方车辆强行超车，占据自己车道，在条件允许的情况下，要尽量加速避让。,1,safe-driving,road-rules,low,chapter:1;安全行车,加速行驶 | 尽可能减速避让、直至停车 | 保持原车速行驶 | 挡住其去路
20190410102554liewg3u7zcbjhfyudxmi1r,single_choice,驾驶机动车时接打电话容易引发事故，以下原因错误的是什么?,C,电话的信号会对汽车电子设备的运行造成干扰,电话信号对汽车电子设备干扰很小，不会引发交通事故。,1,unknown,unknown,low,chapter:1,单手握方向盘，对机动车控制力下降 | 驾驶人注意力不集中，不能及时判断危险 | 电话的信号会对汽车电子设备的运行造成干扰 | 驾驶人对路况观察不到位，容易导致操作失误
20190410102554hhvytn2kedzr5ejzn7gree,single_choice,雨天行车，遇撑雨伞和穿雨衣的行人在公路上行走时，应怎样做？,C,提前鸣喇叭，并适当降低车速,雨天人对声音的敏感度会下降，行车路上遇行人，可提前鸣喇叭示意，并减速通过。,1,unknown,unknown,low,chapter:1,持续鸣喇叭示意其让道 | 加速绕行 | 提前鸣喇叭，并适当降低车速 | 以正常速度行驶
201904101025545t85fvbkoxa5pb2qwxjv7a,single_choice,遇后车发出超车信号后，只要具备让超条件应怎样做？,B,主动减速并靠右侧行驶,具备让超条件，应减速靠右让超。,1,safe-driving,road-rules,low,chapter:1;安全行车,靠道路右侧加速行驶 | 主动减速并靠右侧行驶 | 让出适当空间加速行驶 | 迅速减速或紧急制动
20190410102554lqpayplpc2batnhaxcbpwp,single_choice,当驾驶车辆行经两侧有非机动车行驶且有积水的路面时，应怎样做？,A,减速慢行,行经两侧有非机动车行驶且有积水的路面，应减速慢行，避免积水溅到非机动车驾驶人。,1,unknown,unknown,low,chapter:1,减速慢行 | 正常行驶 | 加速通过 | 连续鸣喇叭
20190410102554pu5yhfqyu9xxaehu7bmmau,single_choice,驾驶机动车行驶过程中，遇道路养护车辆从本车道逆向驶来时，以下做法正确的是什么？,A,靠边减速或停车让行,遇正在作业的道路养护车辆从本车道逆向驶来，应减速或停车避让。,1,safe-driving,road-rules,low,chapter:1;安全行车,靠边减速或停车让行 | 在原车道继续行驶 | 占用非机动车道行驶 | 鸣喇叭示意其让道
20190410102554dez9ecb1b276shqfrzcdns,single_choice,冰雪道路对安全行车的主要影响是什么？,D,制动性能差，方向易跑偏,冰雪道路不易刹车，方向容易跑偏。,1,unknown,unknown,low,chapter:1,电器设备易受潮短路 | 能见度降低，视野模糊 | 行驶阻力增大 | 制动性能差，方向易跑偏
20190410102554uyug9nlezlsl5sxoexteoa,single_choice,以下哪种行为处十日以下拘留，并处一千元以上二千元以下罚款，吊销机动车驾驶证？,D,因饮酒后驾驶机动车被处罚，再次饮酒后驾驶机动车的,初次酒后驾驶，扣6个月驾驶证，罚款1000-2000元；再次酒后驾车，10日以下拘留，并罚款1000-2000元，吊销驾驶证。,15,law,points,low,chapter:15;扣分,醉酒驾驶机动车的 | 故意遮挡机动车号牌的 | 使用其他车辆保险标志的 | 因饮酒后驾驶机动车被处罚，再次饮酒后驾驶机动车的
20190410102554ppvfztfueeehjtnwuf8q8m,single_choice,机动车在道路边临时停车时，应怎样做？,A,不得逆向或并列停放,临时停车不得逆向或并列停车。,1,safe-driving,road-rules,low,chapter:1;安全行车,不得逆向或并列停放 | 只要出去方便，可随意停放 | 可逆向停放 | 可并列停放
20190410102554ei15krpn7wtq97nprlszc4,single_choice,在山区道路遇对向来车时，应怎样会车？,D,减速或停车让行,山区道路路况不佳，会车应减速或停车让行。,1,safe-driving,road-rules,low,chapter:1;安全行车,紧靠道路中心 | 不减速 | 加速 | 减速或停车让行
201904101025544yrbh2cakcnyprayeanr4d,single_choice,如图所示，在超车过程中，遇对向有车来时要放弃超车的原因是什么？,C,如继续超车，易与对面机动车发生刮擦、相撞,图中对向有来车，强行超车容易发生刮擦或撞车，所以要放弃超车。,1,safe-driving,road-rules,low,chapter:1;安全行车,对向来车车速太快 | 我方车辆提速太慢 | 如继续超车，易与对面机动车发生刮擦、相撞 | 前车车速太快
20190410102554bey5jwivksu3qfgssfttw3,single_choice,行驶车道绿灯亮时，但车辆前方人行横道仍有行人行走，应怎样做？,D,等行人通过后再起步,前方有行人正通行，即使是绿灯，也要等行人通过再起步。,1,unknown,unknown,low,chapter:1,直接起步通过 | 起步后从行人后方绕过 | 起步后从行人前方绕过 | 等行人通过后再起步
20190410102554vsm5gb8qwnxuyhhyowtgzq,single_choice,在标志、标线齐全的高速公路上行车，应当按照什么规定的车道和车速行驶？,A,标志或标线,在标志、标线齐全的高速公路上行车，应按照标志、标线行驶。,1,traffic-signals,signals-signs-markings,low,chapter:1;交通信号,标志或标线 | 《道路交通安全法》 | 车辆说明书 | 地方法规
20190410102554d2qezjdjxta5pkqnwjr9yt,single_choice,驾驶人在超车时，前方车辆不减速、不让道，应怎样做？,C,停止继续超车,前方车辆不让超就不能超车，安全第一。,1,safe-driving,road-rules,low,chapter:1;安全行车,连续鸣喇叭加速超越 | 加速继续超越 | 停止继续超车 | 紧跟其后，伺机再超
20190410102554vdntlhftsxut6xnewjfxt5,single_choice,如图所示，在这起交通事故中，以下说法正确的是什么？,B,B车负全部责任,图中路中间是黄色虚线，B车掉头撞上了正常行驶的A车，所以B车应负全责。,2,unknown,unknown,low,chapter:2,A车负全部责任 | B车负全部责任 | 都无责任，后果自行承担 | 各负一半责任
20190410102554rxuc7emmhwgdsxxryn5vw6,single_choice,下雨后路面湿滑，车辆行驶中紧急制动时，容易导致什么？,D,发生侧滑、引发交通事故,雨天路滑，紧急制动容易发生侧滑引发交通事故。,1,unknown,unknown,low,chapter:1,引起发动机熄火 | 不被其他车辆驾驶人发现 | 因视线模糊而撞车 | 发生侧滑、引发交通事故
20190410102554vdhoz32etvfddk3wjaxn9s,single_choice,车辆通过凹凸路面时，应怎样做？,D,低速缓慢平稳通过,路面凹凸不平，要注意减速慢行。,1,unknown,unknown,low,chapter:1,依靠惯性加速冲过 | 挂空挡滑行驶过 | 保持原速通过 | 低速缓慢平稳通过
201904101025548y8amvugytckksxdsvnqfn,single_choice,行车中遇交通事故受伤者需要抢救时，应怎样做？,A,及时将伤者送医院抢救或拨打急救电话,路遇交通事故需要抢救伤者时，要及时伸出援手，将伤者送医院抢救或拨打急救电话。,14,unknown,unknown,low,chapter:14,及时将伤者送医院抢救或拨打急救电话 | 尽量避开，少惹麻烦 | 绕过现场行驶 | 借故避开现场
201904101025548mgcgtryutr1xm38jh5unw,single_choice,驾驶机动车在高速公路上行驶，遇有雾、雨、雪、沙尘、冰雹等低能见度气象条件时，能见度在50米以下时，以下做法正确的是什么？,D,以不超过每小时20公里的车速从最近的出口尽快驶离高速公路,高速公路上行驶，能见度在50米以下时，车速不得超20公里/小时，并从最近的出口驶离高速公路。,1,safe-driving,road-rules,low,chapter:1;安全行车,加速驶离高速公路 | 在应急车道上停车等待 | 可以继续行驶，但车速不得超过每小时40公里 | 以不超过每小时20公里的车速从最近的出口尽快驶离高速公路
20190410102554chneqbybzvtgvh2wjpwozm,single_choice,大雾天行车，多鸣喇叭是为了什么？,B,引起对方注意，避免发生危险,雾天行车视线不佳，可适当通过鸣喇叭提醒其它车辆注意。,1,unknown,unknown,low,chapter:1,准备超越前车 | 引起对方注意，避免发生危险 | 催促前车让行 | 催促前车提速，避免发生追尾。
20190410102554sob1dgvaasu8cd7o1cztd,single_choice,行车中遇有非机动车准备绕过停放的车辆时，应怎样做？,B,让其先行,非机动车要绕过停放的车辆，就会临时占用机动车道，应注意礼让。,1,unknown,unknown,low,chapter:1,鸣喇叭示意其让道 | 让其先行 | 紧随其后鸣喇叭 | 加速绕过
20190410102554kythbjfnhhdwrqjgr6ardm,single_choice,车辆涉水后，应保持低速行驶，怎样操作制动踏板，以恢复制动效果？,D,间断轻踏,车辆涉水后，刹车片可能进水，可通过间断轻踏蒸发水分，以恢复制动。,1,unknown,unknown,low,chapter:1,持续重踏 | 间断重踏 | 持续轻踏 | 间断轻踏
201904101025553b76c7q9pdweq3m5rnrxyd,single_choice,路口转弯过程中，持续开启转向灯，主要原因是因为什么？,C,让其他驾驶人知道您正在转弯,开启转向灯是为了提醒其它车辆你正在转弯。,1,unknown,unknown,low,chapter:1,让其他驾驶人知道您在超车 | 完成转弯动作前，关闭转向灯会对车辆造成损害 | 让其他驾驶人知道您正在转弯 | 完成转弯动作前，关闭转向灯是习惯动作
20190410102555y1v8j1qmjftk2am4rv9ea,single_choice,在堵车的交叉路口绿灯亮时，车辆应怎样做？,B,不能驶入交叉路口,路口堵车，即使绿灯亮，也应该在路口外排队等待通行。,1,unknown,unknown,low,chapter:1,可直接驶入交叉路口 | 不能驶入交叉路口 | 可借对向车道通过路口 | 在保证安全的情况下驶入交叉路口
201904101025558o1s3sy5asmejyqqasbfmu,single_choice,驾驶机动车在高速公路上行驶，遇有雾、雨、雪、沙尘、冰雹等低能见度气象条件下，能见度在100米以下时，车速不得超过每小时多少公里，与同车道前车至少保持多少米的距离？,A,40，50,高速公路上能见度小于100米时，车速不得超40公里/小时，与同车道前车至少保持50米以上的距离。,1,safe-driving,road-rules,low,chapter:1;安全行车,40，50 | 40，40 | 50，40 | 50，30
20190410102555j8eas8ct2dalrhz3zpumh9,single_choice,遇前方路段车道减少，车辆行驶缓慢，为了保证安全有序应该怎么做？,A,依次交替通行,前方车道减少，车辆行驶缓慢，应每条车道一辆依次交替通行。,1,unknown,unknown,low,chapter:1,依次交替通行 | 借对向车道迅速通过 | 加速从前车左右超越 | 穿插到前方排队车辆中通过
20190410102555hz9skaxjycrltdyjkyq7ft,single_choice,水淹路面影响行车安全，不易通行的原因是什么？,A,无法观察到暗坑和凸起的路面,路面被水淹，看不清路面情况，影响行车安全。,1,unknown,unknown,low,chapter:1,无法观察到暗坑和凸起的路面 | 路面附着力增大 | 能见度低，视野模糊 | 日光反射阻挡视线
20190410102555pckjhjbbstn5zyqalahckp,single_choice,隐瞒有关情况或者提供虚假材料申请机动车驾驶证，申请人在多少年内不得再次申领机动车驾驶证？,A,1年,凡是有虚假行为的，一年之内不得再次申领驾驶证。,2,law,driver-license,low,chapter:2;驾驶证,1年 | 2年 | 3年 | 4年
20190410102555rg1ak3uoadx2vmqghdiany,single_choice,驾驶人行车中看到注意儿童标志的时候，应怎样做？,D,谨慎选择行车速度,行车见到注意儿童标志，要注意观察，谨慎选择行车速度。,1,traffic-signals,signals-signs-markings,low,chapter:1;交通信号,加速行驶 | 绕道行驶 | 保持正常车速行驶 | 谨慎选择行车速度
2019041010255587f7bqgeltkhzxxwye3zuu,single_choice,车辆在较窄的山路上行驶时，如果靠山体的一方不让行，应怎样做？,C,提前减速或停车避让,狭窄山路会车，若靠山体一方不让行，应提前减速或停车让行。,1,safe-driving,road-rules,low,chapter:1;安全行车,鸣喇叭催其让行 | 保持正常车速行驶 | 提前减速或停车避让 | 向左占道，谨慎驶过
20190410102555mlk15zx6jwstwewcej5pzv,single_choice,进入左侧道路超车，无法保证与正常行驶前车的横向安全间距时，应怎样做？,B,放弃超车,无法保证与正常行驶前车的横向安全间距时，应放弃超车。,1,safe-driving,road-rules,low,chapter:1;安全行车,谨慎超越 | 放弃超车 | 并行一段距离后再超越 | 加速超越
20190410102555ju9fkpfektmac9zgjyru6w,single_choice,避免爆胎的错误的做法是什么？,A,降低轮胎气压,气压过高或过低都会导致爆胎，所以降低轮胎气压是错误的。,1,unknown,unknown,low,chapter:1,降低轮胎气压 | 定期检查轮胎 | 及时清理轮胎沟槽里的异物 | 更换掉有裂纹或有很深损伤的轮胎
20190410102555b23co6gvxgbzy2tofapexs,true_false,开启前照灯远光时仪表板上（如图所示）亮起。,B,错误,图中仪表板上的灯，光线为绿色倾斜线，是近光灯。,3,unknown,unknown,low,chapter:3,正确 | 错误
20190410102555kcjxuswa4bs6evsebumcym,true_false,安全头枕用于发生追尾事故时保护驾驶人的头部不受伤害。,B,错误,安全头枕是用来保护驾驶员颈部的。,3,unknown,unknown,low,chapter:3,正确 | 错误
201904101025559uo8wznqifmw4sasjiitgm,true_false,仪表显示当前车速是20公里/小时。,B,错误,图中仪表盘上有转速单位x1000r/min，是发动机转速表，不是车速。,3,unknown,unknown,low,chapter:3,正确 | 错误
20190410102555j5rphqlrsst1pxjhc1avsu,true_false,机动车仪表板上（如图所示）一直亮，表示安全气囊处于工作状态。,B,错误,图中仪表板上的黄色圆球表示安全气囊，该灯亮起，表示安全气囊处于故障状态。,3,unknown,unknown,low,chapter:3,正确 | 错误
20190410102555gyia2hv8dzxpd7ihdd9amr,true_false,机动车仪表板上（如图所示）亮时，不影响正常行驶。,B,错误,图中仪表板上的灯，红色括号圆圈里有一个感叹号“！”，表示制动系统出现异常，不能再上路行驶。,3,unknown,unknown,low,chapter:3,正确 | 错误
20190410102555vekmedfpsazchemmexoyv6,true_false,将转向灯开关向下拉，右转向灯亮。,B,错误,图中操纵杆在转向盘左侧，是灯光、信号组合开关，提拉这个开关可以开启左右转向灯，向下拉是左转向灯亮。,3,safe-driving,road-rules,low,chapter:3;安全行车,正确 | 错误
20190410102555mridhp9w2a19bpjywuw2zv,true_false,机动车仪表板上（如图所示）亮，提示两侧车门未关闭。,A,正确,图中仪表板上的黄色车辆两侧车门都是打开状态，表示两侧车门未关闭。,3,unknown,unknown,low,chapter:3,正确 | 错误
20190410102555jivvylhevf7yxfmfizp5b6,true_false,开启危险报警闪光灯时，（如图所示）闪烁。,A,正确,图中仪表板上的双红三角，是危险报警闪光灯，当车辆发生故障时需人为开启。,3,unknown,unknown,low,chapter:3,正确 | 错误
201904101025557lmpetb2suaauhgboqoj1h,true_false,驾驶有ABS系统的机动车在紧急制动的同时转向可能会发生侧滑。,A,正确,装有ABS系统的车辆，如果紧急制动同时转向，还是可能会发生侧滑。,3,unknown,unknown,low,chapter:3,正确 | 错误
20190410102555mpqarmkoyvcqwwvwrqlsdb,true_false,点火开关在START位置起动机起动。,A,正确,点火开关分4个挡位：LOCK-ACC-ON-START，图中指向START，表示接通起动机电源，发动起动机。,3,unknown,unknown,low,chapter:3,正确 | 错误
20190410102555w1zju77b9kgfameod2hn7e,true_false,机动车仪表板上（如图所示）亮时，提醒驾驶人座椅没调整好。,B,错误,图中仪表板上是安全带指示灯，该灯一直亮着，说明安全带没系好。,3,unknown,unknown,low,chapter:3,正确 | 错误
